GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2
 "27000","Minnesota",4,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",281852.6,283117.0,288035.3,285542.9,285415.2,287334.2,282496.4,282282.0,282063.0,286921.1,286994.2,289218.5,289988.0,289875.2,292005.2,281814.2,276441.7,275939.2,276599.7,280995.8,280242.7,284438.3,288558.8,295320.7,290670.7,295739.8,293239.9,295482.2,297973.3,298056.9,299165.6,298117.4,301068.7,302988.7,308266.3,309622.0,309035.2,313840.3,317541.0,315948.9,318594.9,317362.4,318761.2,320934.4,321543.0,323260.6,325706.7,325610.8,326612.7,326852.3,329300.4,332019.0,335210.7,337760.6,340305.8,340821.0,338210.1,339317.8,341054.8,341939.0,335919.7,306536.9,329763.3,334322.6,338671.5,344050.8
 "27000","Minnesota",4,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.477,94.901,96.550,95.714,95.672,96.315,94.693,94.621,94.548,96.176,96.201,96.946,97.204,97.167,97.880,94.464,92.664,92.495,92.717,94.190,93.938,95.344,96.725,98.992,97.433,99.132,98.294,99.046,99.881,99.909,100.281,99.929,100.919,101.562,103.331,103.786,103.589,105.200,106.440,105.906,106.793,106.380,106.849,107.578,107.782,108.357,109.177,109.145,109.481,109.561,110.382,111.293,112.363,113.218,114.071,114.244,113.368,113.740,114.322,114.618,112.601,102.752,110.537,112.065,113.523,115.326
 "27000","Minnesota",4,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",240976.4,243192.1,249169.3,248184.4,250030.7,253896.0,251752.4,253504.6,256326.2,262174.3,263589.6,266162.4,266789.8,266941.6,271208.8,264742.3,260608.5,260233.7,261130.8,266382.8,266131.0,271067.0,275935.1,283792.2,281345.0,288354.4,288202.2,290255.8,295192.1,297012.2,300114.5,300994.4,305602.7,307963.4,314183.0,316756.5,316868.9,323787.2,329157.7,329191.7,333289.1,333551.3,336426.5,338853.7,339457.7,343121.1,346182.0,347482.4,350225.1,351562.7,355961.8,360987.3,366220.6,372335.2,376115.4,379006.8,377556.3,381431.3,385157.0,388013.9,383114.2,348492.0,378201.1,385149.9,394078.2,407395.3
 "28000","Mississippi",5,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",95489.6,95713.4,96370.4,99709.2,97659.0,99204.4,99260.5,99899.4,99369.3,99175.0,100794.7,101508.0,101668.2,103094.0,102232.3,100116.0,98800.6,98276.4,97584.5,97341.1,97911.0,98787.8,99191.0,98514.4,97639.3,98056.1,98376.9,99990.8,101522.1,101321.9,100335.7,98614.1,100908.0,99261.0,101267.9,99887.9,99408.8,101090.9,100392.0,100242.8,99985.4,100502.7,100780.7,100660.9,100668.3,101014.2,101523.5,101815.2,101306.6,101437.3,101606.6,102217.8,100877.9,101299.6,101200.0,101148.7,100210.9,100981.6,101951.7,102956.3,103120.7,92330.4,100991.7,102227.0,102726.6,103872.1
 "28000","Mississippi",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",95.063,95.286,95.940,99.264,97.223,98.762,98.817,99.453,98.926,98.732,100.345,101.055,101.214,102.634,101.776,99.669,98.359,97.838,97.149,96.907,97.474,98.347,98.748,98.075,97.203,97.618,97.938,99.544,101.069,100.870,99.888,98.174,100.458,98.818,100.816,99.442,98.965,100.640,99.944,99.795,99.539,100.054,100.331,100.211,100.219,100.563,101.070,101.361,100.854,100.984,101.153,101.761,100.428,100.847,100.748,100.697,99.764,100.531,101.497,102.497,102.660,91.918,100.541,101.771,102.268,103.408
 "28000","Mississippi",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",80481.2,81043.4,82347.8,85921.6,84831.5,86854.1,87806.4,88905.8,89507.4,90090.7,92098.3,93069.2,93482.3,95273.0,95361.4,93941.2,92592.5,91803.8,91218.0,91554.6,92520.0,93869.8,94738.6,94644.1,94477.7,95530.6,96650.7,98213.1,100438.2,101000.9,100738.3,99616.4,102399.5,100989.2,103490.2,102605.2,102552.2,104953.4,104719.4,104976.0,104902.0,105862.3,106554.3,106339.8,106041.5,106996.6,107654.4,108473.0,108709.3,109260.2,110140.6,111740.0,111031.4,112502.4,112720.3,113372.9,112683.1,113932.4,115445.2,116874.7,117321.7,104760.6,115624.6,117675.7,119916.1,123781.1
 "29000","Missouri",4,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",263559.7,265589.6,266296.0,267495.1,267349.1,269138.0,266414.0,265983.3,262968.8,267235.4,269020.9,271539.5,271435.9,276199.4,271150.9,274958.7,266397.5,265754.6,267289.8,267897.7,270177.0,270818.3,271277.7,270658.6,267150.4,268193.6,268086.8,270704.4,272673.0,272339.6,270765.7,270362.3,275137.9,274044.6,274517.5,274697.1,271224.3,275190.8,278362.0,279545.6,279367.1,279819.1,279702.3,277194.9,277646.0,278157.7,279660.9,280971.9,278176.8,281181.2,283070.8,286267.9,283804.9,285145.1,287560.3,287470.1,288404.7,290183.5,291750.3,293029.6,290839.0,265049.9,285524.6,289203.3,292547.6,297315.1
 "29000","Missouri",4,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",97.063,97.810,98.071,98.512,98.458,99.117,98.114,97.955,96.845,98.417,99.074,100.002,99.963,101.718,99.859,101.261,98.108,97.871,98.437,98.660,99.500,99.736,99.905,99.677,98.385,98.769,98.730,99.694,100.419,100.296,99.717,99.568,101.327,100.924,101.098,101.164,99.886,101.346,102.514,102.950,102.884,103.051,103.008,102.084,102.251,102.439,102.993,103.475,102.446,103.552,104.248,105.426,104.519,105.012,105.902,105.868,106.213,106.868,107.445,107.916,107.109,97.612,105.152,106.507,107.738,109.494
 "29000","Missouri",4,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",224184.5,226887.9,229152.5,231660.1,233502.3,237227.5,236782.1,238032.0,238019.6,243486.3,246448.5,249370.8,249643.9,254521.0,252490.2,259528.0,252589.9,251844.0,253661.1,255175.7,257797.6,259623.2,260754.5,261089.2,258673.6,261128.2,262960.1,265506.4,269668.6,271405.2,271870.1,273196.7,279521.2,279152.4,280759.9,282850.6,279894.0,285741.8,290728.3,293665.6,295141.1,297247.7,298744.0,296584.5,297502.7,299752.8,301891.0,304511.5,302655.7,306648.7,310198.6,315385.3,313996.9,318142.8,321688.1,323747.7,326392.5,330737.6,334292.6,337668.8,337330.2,306989.2,333605.6,339543.7,347150.9,359033.7
 "30000","Montana",7,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",37305.0,37141.6,37281.1,37768.0,37951.3,38388.5,38843.5,39126.9,40046.9,40484.9,40459.5,40761.9,40844.6,40705.2,40492.1,39842.6,39748.7,39281.1,39671.6,39352.2,40465.3,40653.4,40874.7,41181.6,41585.6,41692.8,41665.4,42559.0,42465.2,42189.0,42366.2,42343.1,42852.0,42846.3,43022.7,43152.0,43256.3,43737.8,43990.3,44332.1,45453.2,45617.1,45656.7,44856.0,44290.1,43920.5,44414.6,45122.0,45324.9,45983.4,46112.1,46221.8,47026.9,46841.5,46450.6,46137.4,46603.2,46706.8,46877.2,46965.0,47879.4,43493.8,46515.5,46743.7,48005.1,48650.4
 "30000","Montana",7,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.106,87.720,88.050,89.200,89.633,90.665,91.740,92.409,94.582,95.617,95.557,96.271,96.466,96.137,95.634,94.100,93.878,92.774,93.696,92.942,95.570,96.015,96.537,97.262,98.216,98.469,98.405,100.515,100.294,99.641,100.060,100.005,101.207,101.194,101.610,101.916,102.162,103.299,103.896,104.703,107.351,107.738,107.831,105.940,104.604,103.731,104.898,106.569,107.048,108.603,108.907,109.166,111.067,110.630,109.706,108.967,110.067,110.311,110.714,110.921,113.081,102.723,109.860,110.398,113.378,114.902
 "30000","Montana",7,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",30279.8,30394.2,30975.6,31853.5,32153.5,32815.6,33617.6,34077.7,35376.8,36158.7,36419.3,36978.2,37177.5,37560.6,37602.8,36558.7,36197.5,35795.5,36270.3,36487.7,37821.4,37997.7,38425.6,39099.5,40149.7,40783.2,41096.6,41950.8,42194.1,42018.6,42430.4,42720.3,43481.0,43523.5,43856.9,43890.2,44258.4,45152.7,45482.4,45815.3,46489.1,47030.9,46996.3,45899.9,44871.0,44944.4,45579.7,46568.5,47319.1,48237.3,48730.4,49471.0,50826.4,51148.1,50870.3,50770.3,51242.0,51576.5,51965.1,52373.7,53355.6,47646.3,52022.1,53011.5,55688.7,57919.4
 "31000","Nebraska",4,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",87583.0,88616.5,89764.4,91272.4,90564.2,93668.4,91423.0,91675.3,93596.2,93600.0,93420.0,95027.2,94502.9,95855.2,94416.6,90587.1,93353.7,92830.2,94031.2,95695.2,95415.0,97621.2,98262.4,98566.0,102166.3,102142.4,101617.6,104423.2,102270.5,103657.7,102398.1,102577.4,105109.8,104500.3,104822.1,104287.9,106608.4,108198.2,108136.7,108803.7,110248.8,111564.3,111970.3,111822.4,111063.2,111834.3,113186.5,114362.1,112878.2,114223.7,114451.0,116370.6,117074.3,116373.0,116596.7,117573.5,117088.0,117608.1,118729.9,119720.0,120272.4,109678.1,118677.1,122032.1,123932.3,124817.8
 "31000","Nebraska",4,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.259,86.265,87.382,88.850,88.161,91.183,88.997,89.243,91.113,91.116,90.941,92.506,91.995,93.312,91.911,88.183,90.876,90.367,91.536,93.156,92.883,95.031,95.655,95.950,99.455,99.432,98.921,101.652,99.557,100.907,99.681,99.855,102.321,101.727,102.041,101.520,103.779,105.327,105.267,105.917,107.323,108.604,108.999,108.855,108.116,108.867,110.183,111.327,109.883,111.193,111.414,113.283,113.968,113.285,113.503,114.454,113.981,114.487,115.579,116.543,117.081,106.768,115.528,118.794,120.644,121.506
 "31000","Nebraska",4,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",72723.1,73808.5,75071.6,76654.6,76680.7,79887.1,78881.8,79805.7,82623.3,83221.8,83765.4,85728.8,85380.7,86877.2,86415.2,83838.7,86249.8,85594.7,86649.6,88987.6,88861.0,91365.9,92485.1,93534.1,98557.9,99235.2,99802.4,102088.9,100934.2,103118.4,102802.0,104049.2,107677.2,106984.1,107480.3,106901.3,109549.4,112380.8,112303.5,113550.0,114881.8,116613.3,117454.4,117108.9,116052.3,117459.2,118839.5,120232.6,119585.0,121344.8,122064.8,124790.5,126077.4,126282.6,126649.2,128681.6,128696.6,130122.7,132310.1,134280.2,135795.6,123141.7,134653.8,140165.0,144702.9,150507.1
 "32000","Nevada",8,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",134532.2,138422.9,137939.9,139140.2,141661.2,143630.9,142844.5,143731.6,143240.3,143140.2,143931.9,146115.9,142860.7,141017.4,140158.6,135780.3,131114.6,128196.5,126762.4,126891.5,127340.9,129455.6,131024.2,131492.8,129875.6,131865.7,130521.4,130528.7,130239.5,129619.7,129255.3,128137.1,129895.5,128798.7,129452.1,130737.3,130015.2,130135.1,130961.5,132477.6,134062.0,136171.9,137033.7,138121.9,139795.9,139112.2,139709.6,141707.1,144846.4,145086.5,146013.5,146853.3,149486.7,150682.2,151095.3,151582.4,155886.5,156610.3,157544.5,157274.0,154831.1,132862.6,145872.5,147310.1,149542.2,153028.4
 "32000","Nevada",8,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",104.036,107.045,106.671,107.600,109.549,111.072,110.464,111.150,110.770,110.693,111.305,112.994,110.477,109.051,108.387,105.001,101.393,99.137,98.028,98.128,98.475,100.110,101.323,101.686,100.435,101.974,100.935,100.940,100.717,100.237,99.955,99.091,100.451,99.602,100.108,101.102,100.543,100.636,101.275,102.447,103.673,105.304,105.971,106.812,108.107,107.578,108.040,109.585,112.012,112.198,112.915,113.564,115.601,116.525,116.845,117.221,120.550,121.110,121.832,121.623,119.734,102.745,112.806,113.918,115.644,118.340
 "32000","Nevada",8,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",111843.1,116165.0,117129.1,119527.5,122857.9,125828.5,126311.5,128395.2,129441.4,130305.9,132038.2,134697.9,131830.1,130992.2,131333.4,128282.4,124395.0,121789.5,120742.2,121581.7,122270.6,124136.6,125714.4,126556.1,125653.6,128566.1,127980.3,128511.5,129349.7,129373.2,129542.7,128986.1,131300.0,130850.3,132274.5,133920.9,133562.6,134745.3,136605.6,139121.1,141468.9,144791.1,146326.6,147877.2,149888.2,150660.4,151958.0,154854.9,158954.6,159629.0,161281.6,163274.7,167309.5,170005.3,171291.6,172805.1,178756.3,181161.2,183081.2,183974.5,181627.4,154769.9,172206.8,175171.1,180311.4,187393.9
 "33000","New Hampshire",1,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",64678.5,65058.8,65251.9,65148.2,65820.3,65796.2,66388.8,68507.5,66183.4,67681.2,66653.9,66896.0,66947.5,66525.1,65851.6,64092.3,64151.4,64111.6,65846.9,65983.9,65817.6,67533.6,67586.5,67565.3,66603.4,67646.0,67362.6,68624.6,67891.7,68192.7,68676.6,69231.4,69131.8,68813.7,69085.7,69289.9,68741.5,70257.8,70198.3,71657.2,70546.3,71998.9,72008.4,73616.1,73353.7,73237.7,73513.0,74184.3,73693.6,73928.0,73813.1,74994.6,74740.5,75704.0,75915.6,75778.3,76565.9,76838.6,77321.3,77780.3,78447.3,70141.5,76292.4,77291.3,77761.9,78835.9
 "33000","New Hampshire",1,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.424,94.979,95.261,95.109,96.091,96.056,96.921,100.014,96.621,98.807,97.308,97.661,97.736,97.120,96.136,93.568,93.654,93.596,96.130,96.330,96.087,98.592,98.669,98.638,97.234,98.756,98.342,100.185,99.115,99.554,100.261,101.071,100.925,100.461,100.858,101.156,100.355,102.569,102.482,104.612,102.990,105.111,105.125,107.472,107.089,106.919,107.321,108.301,107.585,107.927,107.759,109.484,109.113,110.520,110.829,110.628,111.778,112.176,112.881,113.551,114.525,102.399,111.379,112.837,113.524,115.092
 "33000","New Hampshire",1,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",56222.1,56782.3,57276.7,57529.5,58644.2,59049.2,60034.2,62340.5,60797.1,62467.8,61786.7,62076.9,62118.7,61836.0,61760.0,61086.2,61561.6,61610.9,63358.7,63560.2,63357.3,65195.3,65346.0,65475.7,64732.3,66068.2,66262.9,67549.2,67319.4,68064.4,68839.8,69768.7,70006.4,69985.7,70624.8,71287.9,70883.2,72798.2,73170.1,75129.4,74430.9,76299.6,76663.1,78518.3,78413.1,78688.8,79119.8,80138.8,79788.4,80263.0,80464.1,82148.0,82205.2,83957.2,84448.5,84765.3,86071.2,86994.5,88011.3,88953.4,90373.3,81023.5,88842.1,90245.3,91399.7,93891.1
 "34000","New Jersey",2,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",502553.8,506024.0,511267.4,511733.6,513554.5,519363.7,515626.8,518180.5,512404.9,519973.0,521115.2,530100.3,539518.0,540760.8,536584.9,521141.9,508252.8,503039.0,506216.7,509894.5,513801.9,513224.9,515724.7,512920.3,503916.8,506948.3,506070.4,513480.5,518159.0,516381.9,520562.4,513680.1,526767.2,522309.0,522143.4,523683.7,519694.3,522217.4,523532.0,523222.2,527694.4,530518.1,531457.6,530144.9,534308.1,533996.9,535848.1,536068.0,532765.5,534849.0,537775.2,542790.6,542766.6,547695.9,551440.6,558355.0,555137.4,560023.9,564799.4,567410.5,555210.3,502102.3,539546.7,546320.1,556834.0,565519.9
 "34000","New Jersey",2,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",97.169,97.840,98.854,98.944,99.296,100.419,99.697,100.190,99.074,100.537,100.758,102.495,104.316,104.556,103.749,100.763,98.271,97.263,97.877,98.588,99.344,99.232,99.716,99.173,97.432,98.019,97.849,99.282,100.186,99.843,100.651,99.320,101.851,100.989,100.957,101.254,100.483,100.971,101.225,101.165,102.030,102.576,102.758,102.504,103.309,103.248,103.606,103.649,103.010,103.413,103.979,104.949,104.944,105.897,106.621,107.958,107.336,108.281,109.204,109.709,107.350,97.082,104.322,105.631,107.664,109.343
 "34000","New Jersey",2,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",427365.4,432273.2,440082.2,443226.0,448963.6,458588.6,458935.4,463885.0,463743.3,473327.8,476823.9,485576.5,495442.6,497256.9,499515.2,492694.0,483644.7,478404.2,482011.4,485775.1,489825.5,491519.3,495253.1,494451.7,487799.7,494139.4,497243.6,504680.6,513255.1,514889.1,522276.0,518363.1,533914.9,531037.8,533123.6,538634.9,535654.2,540941.0,545950.7,548825.3,557467.4,562865.5,566496.2,566106.2,571766.1,573865.2,576799.2,579573.4,577918.5,581950.2,588398.8,597231.0,599685.2,610361.0,616164.9,627823.7,626979.7,636579.1,644458.3,649729.7,638654.3,577107.6,624411.1,634144.0,652223.3,671482.9
 "35000","New Mexico",6,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",84403.3,84572.2,83546.3,83615.9,85828.6,85960.5,86041.9,86402.7,86206.9,86846.0,87363.4,86538.6,85719.9,86022.8,86674.3,89443.8,89021.6,87713.0,87820.6,87724.6,86859.0,86955.2,87348.8,89277.9,86222.1,87445.4,87719.9,88984.3,88267.5,89160.0,87783.9,86489.5,86851.0,86596.7,86573.6,87405.1,87062.8,88264.3,89562.8,91074.8,90364.3,89656.1,89558.8,89226.0,89593.5,88891.9,88962.8,89157.2,88209.1,88841.3,89307.6,89770.1,90519.4,91093.0,91073.1,91312.2,93315.8,94297.5,95428.2,96447.6,95582.3,87432.1,93503.5,94268.2,94450.3,95668.9
 "35000","New Mexico",6,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",95.994,96.186,95.020,95.099,97.615,97.766,97.858,98.268,98.046,98.773,99.361,98.423,97.492,97.836,98.577,101.727,101.247,99.759,99.881,99.772,98.787,98.897,99.344,101.538,98.063,99.454,99.766,101.205,100.389,101.404,99.839,98.367,98.778,98.489,98.463,99.408,99.019,100.386,101.863,103.582,102.774,101.969,101.858,101.479,101.897,101.099,101.180,101.401,100.323,101.042,101.572,102.098,102.950,103.603,103.580,103.852,106.131,107.247,108.533,109.693,108.709,99.439,106.344,107.214,107.421,108.807
 "35000","New Mexico",6,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",72669.1,73483.7,74032.8,75460.1,76907.9,77379.4,77904.4,78249.9,78825.9,80460.3,81718.6,82194.4,82555.9,85291.9,85960.0,84945.7,82844.5,81612.0,82124.2,83265.4,83570.2,83603.9,84365.0,86907.1,84984.4,87150.1,87541.0,88575.8,88174.0,88777.5,87716.9,87032.5,88057.8,88332.6,88953.4,89683.6,90141.0,91901.0,93093.2,93607.6,90625.8,90857.7,90265.3,89348.5,88655.6,89401.6,90023.5,90997.0,90894.2,91707.1,92505.6,94137.4,95800.2,97253.7,97768.1,98254.7,100099.6,101402.1,102447.1,103937.2,101902.2,90750.0,99513.6,101722.7,104748.4,108241.5
 "36000","New York",2,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",1152076.7,1162884.7,1173856.0,1186746.8,1204862.9,1196722.4,1190282.6,1205239.7,1242197.9,1203375.7,1198486.5,1190198.5,1204105.5,1192565.4,1195925.9,1167726.6,1182189.0,1232685.3,1246469.8,1261345.1,1276676.0,1295317.0,1275895.6,1261978.5,1288607.0,1274458.6,1270084.6,1284958.2,1304965.1,1323662.2,1335349.2,1348957.5,1315692.4,1324703.1,1331775.0,1345334.7,1337404.1,1346698.6,1360167.7,1369371.2,1366210.5,1380773.9,1382066.0,1365521.5,1389448.2,1399167.0,1409453.3,1414853.5,1418564.3,1415709.4,1423625.9,1420434.7,1446571.9,1457868.6,1465326.6,1462215.8,1475640.6,1490477.7,1499727.6,1513100.0,1447430.7,1344389.4,1432423.4,1456320.5,1481618.6,1510827.4
 "36000","New York",2,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.738,87.551,88.377,89.348,90.712,90.099,89.614,90.740,93.523,90.600,90.232,89.608,90.655,89.786,90.039,87.916,89.005,92.806,93.844,94.964,96.118,97.522,96.060,95.012,97.017,95.951,95.622,96.742,98.248,99.656,100.536,101.560,99.056,99.734,100.267,101.288,100.690,101.390,102.404,103.097,102.859,103.956,104.053,102.807,104.609,105.340,106.115,106.521,106.801,106.586,107.182,106.942,108.909,109.760,110.321,110.087,111.098,112.215,112.911,113.918,108.974,101.216,107.844,109.643,111.548,113.747
 "36000","New York",2,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",992854.3,1007577.9,1023170.7,1040547.3,1065797.0,1069826.2,1071071.5,1093923.6,1139735.6,1111408.9,1114888.4,1111493.1,1125434.2,1113503.8,1122835.5,1104590.7,1115297.2,1159539.7,1172972.6,1192515.7,1212281.1,1239431.8,1225133.3,1217272.5,1245779.2,1239973.0,1244390.3,1260280.6,1292014.6,1319126.3,1339392.5,1362400.6,1337603.4,1354773.5,1371706.0,1398033.1,1398650.6,1418894.7,1443978.6,1462169.5,1469160.0,1492987.1,1501956.7,1486406.9,1520204.6,1543252.5,1563388.2,1578571.0,1587773.1,1593848.0,1613042.2,1620950.3,1663136.9,1692468.0,1708910.4,1715316.2,1737120.5,1769083.1,1790613.6,1814189.9,1751310.8,1627415.7,1742921.2,1777388.6,1813747.7,1868223.7
 "37000","North Carolina",5,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",405614.5,406017.2,410065.7,414318.2,431596.0,434108.1,433750.2,437382.5,440263.7,437636.7,436759.7,441180.3,451921.7,455308.2,452823.6,442098.4,423268.9,428470.1,434806.2,441275.9,433891.4,436132.7,437480.3,443841.6,441838.1,447062.0,441491.5,442763.2,448736.3,443792.8,445554.4,442297.8,447524.2,448971.4,454909.9,456819.3,459640.0,460118.2,464182.8,465071.3,472330.5,475687.2,476293.5,476075.1,480644.3,481534.0,483688.1,486009.3,492329.6,494887.0,497528.9,502160.5,503694.9,504917.5,504900.6,502685.2,511376.6,513795.7,515943.2,517384.1,515915.6,467612.2,503863.5,510678.6,522428.0,530374.1
 "37000","North Carolina",5,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.130,91.220,92.130,93.085,96.967,97.531,97.451,98.267,98.914,98.324,98.127,99.120,101.534,102.295,101.736,99.327,95.096,96.265,97.688,99.142,97.483,97.986,98.289,99.718,99.268,100.442,99.190,99.476,100.818,99.707,100.103,99.371,100.546,100.871,102.205,102.634,103.268,103.375,104.288,104.488,106.119,106.873,107.009,106.960,107.987,108.187,108.671,109.192,110.612,111.187,111.780,112.821,113.166,113.440,113.437,112.939,114.891,115.435,115.917,116.241,115.911,105.059,113.204,114.735,117.374,119.160
 "37000","North Carolina",5,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",350051.8,351230.7,357570.2,363026.1,380845.7,386724.1,388991.0,393539.4,399963.6,400372.2,400746.2,404881.7,415758.3,418899.0,422507.8,418008.6,402769.5,407179.4,413947.4,420726.9,413761.4,418039.2,420370.5,427939.2,426881.7,434189.0,432304.8,433515.4,442890.2,441916.5,447960.3,447614.3,454847.2,457111.4,465204.6,471912.5,475814.0,479200.7,487121.2,490629.3,501311.0,508250.3,512580.4,513573.2,519642.5,524137.6,527634.7,532704.3,541666.9,545455.4,551567.4,559992.8,564158.9,570233.3,572001.7,573533.0,586402.8,593355.3,598795.3,604068.1,606710.2,549497.7,596444.6,606663.8,627040.5,646207.3
 "38000","North Dakota",4,SQGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",29298.3,29377.3,29250.8,29454.5,30090.9,30746.6,30605.9,30917.1,31400.0,31759.0,32108.0,32822.0,33781.9,34073.3,34634.3,34536.3,34991.5,34791.7,35600.9,35593.5,36387.4,37616.7,38372.0,39292.7,39760.1,41052.5,42564.2,45986.3,48908.6,52014.3,53066.3,53341.0,51557.8,52286.4,53600.7,54124.6,55310.1,57509.5,58579.8,59760.7,58399.2,56284.2,55886.4,55600.0,53252.6,52581.3,52868.6,53195.8,53424.5,54025.4,54370.9,54511.7,56038.4,56178.2,55929.8,55389.5,55621.6,55829.6,56441.3,57095.3,55452.4,51957.6,55147.1,55767.3,57129.7,57906.3
 "38000","North Dakota",4,SQGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",56.525,56.677,56.433,56.826,58.054,59.319,59.048,59.648,60.580,61.272,61.946,63.323,65.175,65.737,66.819,66.631,67.509,67.123,68.685,68.670,70.202,72.574,74.031,75.807,76.709,79.202,82.119,88.721,94.359,100.351,102.380,102.910,99.470,100.876,103.411,104.422,106.709,110.952,113.017,115.296,112.669,108.588,107.821,107.268,102.740,101.445,101.999,102.630,103.071,104.231,104.897,105.169,108.114,108.384,107.905,106.862,107.310,107.711,108.892,110.153,106.984,100.241,106.395,107.591,110.220,111.718
 "38000","North Dakota",4,SQGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",24442.2,24593.8,24693.7,25070.3,25736.6,26436.7,26665.1,27164.2,28058.7,28667.2,29296.8,30279.0,31229.3,31905.0,32535.9,31827.6,31773.3,31652.7,32430.8,33047.2,34096.2,35173.4,36089.5,37345.5,38574.8,40388.1,42081.7,45306.0,48721.5,51569.7,53022.3,54016.7,52790.9,53694.6,55361.8,55236.6,57228.5,60165.9,61050.3,61260.4,57488.3,56469.2,55492.0,54538.1,51046.9,51578.5,52213.6,53117.9,54299.8,54897.5,55260.6,56453.9,58687.1,59378.5,59459.1,58845.8,58296.9,58769.9,59003.1,59948.2,56611.8,49891.9,55395.6,57517.5,61700.8,64978.5
